,Square,Deviation,LCS
79,0.526274895,0.683731727,0.926587302
80,0.526172315,0.683061405,0.926294821
81,0.525305294,0.682517928,0.926
82,0.521769805,0.680465863,0.925702811
83,0.523468395,0.681791683,0.925403226
84,0.521750349,0.680472117,0.925101215
85,0.521703674,0.680293605,0.924796748
86,0.526063417,0.683557325,0.926530612
87,0.52764831,0.684944798,0.926229508
88,0.524685696,0.683093841,0.925925926
89,0.527781933,0.685015135,0.925619835
90,0.528196374,0.685350297,0.925311203
91,0.528298637,0.685684647,0.925
92,0.525543267,0.683629707,0.924686192
93,0.526217908,0.685225555,0.926470588
94,0.52638314,0.685157607,0.926160338
95,0.527687464,0.685654008,0.925847458
96,0.523328628,0.683285251,0.925531915
97,0.523286886,0.683433352,0.925213675
98,0.527031522,0.685906607,0.924892704
99,0.531009718,0.688582211,0.924568966
100,0.532242409,0.689263323,0.924242424
101,0.532511933,0.690005647,0.923913043
102,0.531462702,0.688722233,0.923580786
103,0.530910485,0.687983605,0.923245614
104,0.526835111,0.685582348,0.922907489
105,0.522439064,0.683053292,0.922566372
106,0.523657686,0.683382498,0.922222222
107,0.52310823,0.684166667,0.924107143
108,0.527499151,0.687439942,0.926008969
109,0.529137088,0.688118612,0.925675676
110,0.529340748,0.689209572,0.925339367
111,0.529234771,0.688955162,0.925
112,0.530685045,0.689746783,0.924657534
113,0.531355464,0.690000419,0.924311927
114,0.530944824,0.690229569,0.923963134
115,0.525704962,0.687532002,0.923611111
116,0.524025987,0.68630491,0.923255814
117,0.528045667,0.689002391,0.925233645
118,0.533965013,0.693716818,0.924882629
119,0.532577809,0.692510408,0.924528302
120,0.529708213,0.690422963,0.924170616
121,0.52577953,0.68812909,0.923809524
122,0.523476379,0.686147186,0.923444976
123,0.52210759,0.684762606,0.923076923
124,0.521713862,0.685386473,0.922705314
125,0.523541654,0.687045636,0.924757282
126,0.528958035,0.691120057,0.924390244
127,0.528679759,0.690148254,0.924019608
128,0.527931316,0.689172221,0.92364532
129,0.524942149,0.686972638,0.923267327
130,0.52286164,0.685311068,0.922885572
131,0.523413016,0.684776119,0.9225
132,0.525227359,0.685552764,0.922110553
133,0.528816033,0.687579311,0.921717172
134,0.531123839,0.688663283,0.921319797
135,0.530044649,0.687480576,0.920918367
136,0.53050364,0.687519623,0.920512821
137,0.524534227,0.684298176,0.920103093
138,0.527572154,0.685994338,0.919689119
139,0.530873911,0.687742876,0.919270833
140,0.528840453,0.686981894,0.918848168
141,0.532241371,0.689032791,0.918421053
142,0.525052737,0.685742133,0.917989418
143,0.529199666,0.688252843,0.917553191
144,0.526690864,0.685999545,0.917112299
145,0.526018589,0.685325743,0.916666667
146,0.530643281,0.68831735,0.916216216
147,0.532471244,0.689218566,0.91576087
148,0.530035264,0.687960323,0.915300546
149,0.52538121,0.684861587,0.914835165
150,0.531227311,0.689211341,0.914364641
151,0.529110359,0.687139349,0.913888889
152,0.534743598,0.691092489,0.913407821
153,0.53133537,0.68868872,0.912921348
154,0.53021678,0.687456358,0.912429379
155,0.535165508,0.690645865,0.911931818
156,0.530781857,0.687597403,0.911428571
157,0.528718083,0.686305419,0.91091954
158,0.525792134,0.683642283,0.910404624
159,0.527156087,0.683626832,0.909883721
160,0.531120308,0.685740514,0.909356725
161,0.535291545,0.688682491,0.911764706
162,0.533731969,0.688235294,0.911242604
163,0.526319164,0.68452381,0.910714286
164,0.521537096,0.681244654,0.910179641
165,0.514137957,0.6774403,0.909638554
166,0.515934488,0.677729098,0.909090909
167,0.516676046,0.677383592,0.908536585
168,0.520022047,0.679335628,0.90797546
169,0.519520389,0.679088086,0.907407407
170,0.514974385,0.675945096,0.906832298
171,0.511754259,0.674534161,0.90625
172,0.517244891,0.678105346,0.905660377
173,0.516761171,0.677374413,0.905063291
174,0.514648338,0.676892687,0.904458599
175,0.512967982,0.674873428,0.903846154
176,0.508790981,0.671712159,0.903225806
177,0.506869939,0.670087977,0.902597403
178,0.511558873,0.673160173,0.901960784
179,0.509567494,0.671998624,0.901315789
180,0.508256145,0.670399094,0.900662252
181,0.506604035,0.668300221,0.9
182,0.505996498,0.667024609,0.899328859
183,0.503491518,0.666198077,0.898648649
184,0.502243449,0.665517558,0.897959184
185,0.509036688,0.670580561,0.900684932
186,0.511796016,0.671988663,0.9
187,0.506989769,0.668630268,0.899305556
188,0.510083666,0.671765734,0.902097902
189,0.503705931,0.668029154,0.901408451
190,0.503615105,0.666766557,0.90070922
191,0.503432433,0.666869301,0.9
192,0.503971753,0.668345324,0.902877698
193,0.512539113,0.674851423,0.905797101
194,0.512084187,0.673278324,0.905109489
195,0.511583522,0.67169386,0.904411765
196,0.505401804,0.668028322,0.903703704
197,0.50475596,0.666334992,0.902985075
198,0.50707937,0.666760184,0.902255639
199,0.508518939,0.667179312,0.901515152
200,0.503306547,0.663486005,0.900763359
201,0.498550563,0.659835584,0.9
202,0.501746776,0.661061419,0.899224806
203,0.492074035,0.656068314,0.8984375
204,0.491260783,0.655142717,0.897637795
205,0.487252705,0.652230971,0.896825397
206,0.496729273,0.659936508,0.9
207,0.500507579,0.661548387,0.899193548
208,0.499564801,0.660437975,0.898373984
209,0.498327608,0.658336665,0.897540984
210,0.50047879,0.660140902,0.896694215
211,0.500866311,0.662947658,0.9
212,0.506122323,0.666946779,0.903361345
213,0.498920508,0.662797322,0.902542373
214,0.503437451,0.665218021,0.901709402
215,0.512860358,0.672340112,0.900862069
216,0.509555287,0.669190405,0.9
217,0.513869875,0.672006102,0.899122807
218,0.519575004,0.675205713,0.898230088
219,0.528195322,0.681494943,0.897321429
220,0.524707503,0.678651866,0.896396396
221,0.527888646,0.67960688,0.895454545
222,0.528890514,0.678982485,0.894495413
223,0.534546358,0.682891607,0.893518519
224,0.524553237,0.677310488,0.892523364
225,0.52764249,0.677834597,0.891509434
226,0.532626052,0.679874214,0.89047619
227,0.532222383,0.682326007,0.889423077
228,0.532380048,0.683719193,0.888349515
229,0.527989581,0.680944222,0.887254902
230,0.526915717,0.679382644,0.886138614
231,0.525893306,0.676732673,0.885
232,0.529640627,0.678888889,0.883838384
233,0.521280086,0.673160173,0.882653061
234,0.529743158,0.679255207,0.881443299
235,0.518198981,0.673002577,0.880208333
236,0.524819165,0.676864035,0.878947368
237,0.522303098,0.674916013,0.877659574
238,0.520921496,0.673873256,0.876344086
239,0.510791858,0.667835437,0.875
240,0.516480579,0.673196369,0.879120879
241,0.511591079,0.669474969,0.877777778
242,0.515492855,0.672284644,0.882022472
243,0.528680684,0.682456588,0.886363636
244,0.530642633,0.683777429,0.885057471
245,0.530197329,0.685110933,0.88372093
246,0.527669379,0.681668947,0.882352941
247,0.513805877,0.674369748,0.880952381
248,0.519803766,0.678141136,0.885542169
249,0.519295809,0.677931237,0.884146341
250,0.533107775,0.688045769,0.882716049
251,0.536588452,0.688734568,0.88125
252,0.537485073,0.687341772,0.879746835
253,0.539532929,0.686952288,0.878205128
254,0.535833521,0.682650683,0.876623377
255,0.536218554,0.682159945,0.875
256,0.542710003,0.687017544,0.873333333
257,0.538594232,0.682162162,0.871621622
258,0.55207444,0.691780822,0.869863014
259,0.543441978,0.685882801,0.868055556
260,0.552115138,0.691314554,0.873239437
261,0.555201421,0.691348089,0.871428571
262,0.560480808,0.692753623,0.869565217
263,0.546119813,0.684782609,0.867647059
264,0.531175007,0.676690079,0.865671642
265,0.53191663,0.682270466,0.871212121
266,0.519398922,0.674125874,0.869230769
267,0.531537903,0.683173077,0.8671875
268,0.552232729,0.699404762,0.880952381
269,0.554706605,0.699436764,0.879032258
270,0.565460912,0.705711264,0.885245902
271,0.560232353,0.700819672,0.883333333
272,0.556929212,0.697175141,0.881355932
273,0.555549311,0.696668615,0.879310345
274,0.559804308,0.701149425,0.877192982
275,0.552968428,0.697368421,0.875
276,0.5501404,0.697402597,0.872727273
277,0.546677787,0.695959596,0.87037037
278,0.545151747,0.692173305,0.867924528
279,0.526337342,0.680696662,0.865384615
280,0.519878751,0.67571644,0.862745098
281,0.51,0.669019608,0.86
282,0.508027211,0.668979592,0.857142857
283,0.515759783,0.672193878,0.854166667
284,0.519008959,0.67641844,0.85106383
285,0.49433022,0.662812211,0.847826087
286,0.477775123,0.651690821,0.844444444
287,0.482924753,0.652525253,0.852272727
288,0.491351972,0.655391121,0.848837209
289,0.47641196,0.642857143,0.845238095
290,0.463687503,0.637049942,0.841463415
291,0.466779584,0.63597561,0.8375
292,0.431341285,0.617948718,0.833333333
293,0.433395552,0.620782726,0.828947368
294,0.439573257,0.621621622,0.824324324
295,0.432679255,0.614864865,0.819444444
296,0.433400402,0.617460317,0.828571429
297,0.416094264,0.607563025,0.823529412
298,0.409031048,0.602495544,0.818181818
299,0.434309441,0.625,0.8125
300,0.437764017,0.629032258,0.806451613
301,0.418323638,0.617204301,0.8
302,0.442518995,0.635632184,0.793103448
303,0.4664895,0.651477833,0.803571429
304,0.49512987,0.670634921,0.796296296
305,0.498226093,0.668091168,0.788461538
306,0.493122172,0.66,0.78
307,0.486530612,0.65,0.770833333
308,0.445189639,0.621376812,0.760869565
309,0.479314888,0.644268775,0.75
310,0.440501359,0.616883117,0.738095238
311,0.441724739,0.611904762,0.725
312,0.426315789,0.607894737,0.736842105
313,0.477358938,0.64619883,0.75
314,0.511764706,0.660130719,0.735294118
315,0.5625,0.694852941,0.75
316,0.537298387,0.6625,0.733333333
317,0.581527094,0.69047619,0.75
318,0.501831502,0.642857143,0.730769231
319,0.419230769,0.596153846,0.708333333
320,0.53458498,0.696969697,0.772727273
321,0.52987013,0.681818182,0.75
322,0.392105263,0.611111111,0.722222222
323,0.400735294,0.611111111,0.6875
324,0.503571429,0.696428571,0.714285714
325,0.67032967,0.80952381,0.75
326,0.572727273,0.733333333,0.7
327,0.483333333,0.6,0.625
328,0.642857143,0.75,0.666666667
329,0.75,0.833333333,0.75
330,0.75,1,0.5
